Create a subnet and associate an existing NSG and route table,network vnet subnet create
Update a subnet,network vnet subnet update
Create a virtual network gateway,network vnet-gateway create
Update a virtual network gateway,network vnet-gateway update
Place the CLI in a waiting state until a condition of the virtual network gateway is met,network vnet-gateway wait
Delete a virtual network gateway,network vnet-gateway delete
Get the details of a virtual network gateway,network vnet-gateway show
List virtual network gateways,network vnet-gateway list
Reset a virtual network gateway,network vnet-gateway reset
Retrieve the status of BGP peers,network vnet-gateway list-bgp-peer-status
List the routes of a virtual network gateway advertised to the specified peer,network vnet-gateway list-advertised-routes
"This operation retrieves a list of routes the virtual network gateway has learned, including routes learned from BGP peers",network vnet-gateway list-learned-routes
Generate VPN client configuration,network vnet-gateway vpn-client generate
Retrieve a pre-generated VPN client configuration,network vnet-gateway vpn-client show-url
Revoke a certificate,network vnet-gateway revoked-cert create
Delete a revoked certificate,network vnet-gateway revoked-cert delete
Upload a root certificate,network vnet-gateway root-cert create
Delete a root certificate,network vnet-gateway root-cert delete
Create a VPN connection,network vpn-connection create
Delete a VPN connection,network vpn-connection delete
Get the details of a VPN connection,network vpn-connection show
List all VPN connections in a resource group,network vpn-connection list
Update a VPN connection,network vpn-connection update
Retrieve a VPN connection shared key,network vpn-connection shared-key show
Reset a VPN connection shared key,network vpn-connection shared-key reset
Update a VPN connection shared key,network vpn-connection shared-key update
Add a VPN connection IPSec policy,network vpn-connection ipsec-policy add
List IPSec policies associated with a VPN connection,network vpn-connection ipsec-policy list
Delete all IPsec policies on a VPN connection,network vpn-connection ipsec-policy clear
List policy events,policy event list
List policy compliance states,policy state list
Summarize policy compliance states,policy state summarize
Log in to Azure,login
Log out to remove access to Azure subscriptions,logout
Get a list of subscriptions for the logged in account,account list
Set a subscription to be the current active subscription,account set
Get the details of a subscription,account show
Clear all subscriptions from the CLI's local cache,account clear
List supported regions for the current subscription,account list-locations
Get a token for utilities to access Azure,account get-access-token
Create a server,mysql server create
Restore a server from backup,mysql server restore
Georestore a server from backup,mysql server georestore
Delete a server,mysql server delete
Get the details of a server,mysql server show
List available servers,mysql server list
Update a server,mysql server update
Wait for server to satisfy certain conditions,mysql server wait
Create a server,postgres server create
Restore a server from backup,postgres server restore
Georestore a server from backup,postgres server georestore
Delete a server,postgres server delete
Get the details of a server,postgres server show
List available servers,postgres server list
Update a server,postgres server update
Wait for server to satisfy certain conditions,postgres server wait
Create a new firewall rule for a server,mysql server firewall-rule create
Delete a firewall rule,mysql server firewall-rule delete
Get the details of a firewall rule,mysql server firewall-rule show
List all firewall rules for a server,mysql server firewall-rule list
Update a firewall rule,mysql server firewall-rule update
Create a new firewall rule for a server,postgres server firewall-rule create
Delete a firewall rule,postgres server firewall-rule delete
Get the details of a firewall rule,postgres server firewall-rule show
List all firewall rules for a server,postgres server firewall-rule list
Update a firewall rule,postgres server firewall-rule update
Update the configuration of a server,mysql server configuration set
Get the configuration for a server,mysql server configuration show
List the configuration values for a server,mysql server configuration list
Update the configuration of a server,postgres server configuration set
Get the configuration for a server,postgres server configuration show
List the configuration values for a server,postgres server configuration list
List log files for a server,mysql server-logs list
Download log files,mysql server-logs download
List log files for a server,postgres server-logs list
Download log files,postgres server-logs download
Create a MySQL database,mysql db create
Delete a database,mysql db delete
Show the details of a database,mysql db show
List the databases for a server,mysql db list
Create a PostgreSQL database,postgres db create
Delete a database,postgres db delete
Show the details of a database,postgres db show
List the databases for a server,postgres db list
Create new Redis Cache instance,redis create
Deletes a Redis cache,redis delete
Export data stored in a Redis cache,redis export
Reboot specified Redis node(s),redis force-reboot
(DEPRECATED) Import data into a Redis cache,redis import-method
Import data into a Redis cache,redis import
List Redis caches,redis list
(DEPRECATED) Gets all Redis caches in the specified subscription,redis list-all
Retrieve a Redis cache's access keys,redis list-keys
Regenerate Redis cache's access keys,redis regenerate-keys
Gets a Redis cache (resource description),redis show
(DEPRECATED) Update the settings of a Redis cache,redis update-settings
Scale or update settings of a Redis cache,redis update
Create or replace the patching schedule for Redis cache (requires Premium SKU),redis patch-schedule set
Deletes the patching schedule of a redis cache (requires Premium SKU),redis patch-schedule delete
Gets the patching schedule of a redis cache (requires Premium SKU),redis patch-schedule show
Gets the patching schedule of a redis cache (requires Premium SKU),redis patch-schedule patch-schedule show
Get all reservation orders,reservations reservation-order list
Get a specific reservation order,reservations reservation-order show
Get all reservations,reservations reservation list
Get details of a reservation,reservations reservation show
Get history of a reservation,reservations reservation list-history
Updates the applied scopes of the reservation,reservations reservation update
Split a reservation,reservations reservation split
Merge two reservations,reservations reservation merge
Get list of applicable reservation order ids,reservations reservation-order-id list
Get catalog of available reservation,reservations catalog show
Create a subscription lock,account lock create
Delete a subscription lock,account lock delete
List lock information in the subscription,account lock list
Show the details of a subscription lock,account lock show
Update a subscription lock,account lock update
Delete a resource group,group delete
Gets a resource group,group show
Check if a resource group exists,group exists
List resource groups,group list
Create a new resource group,group create
Captures a resource group as a template,group export
Update a resource group,group update
Place the CLI in a waiting state until a condition of the resource group is met,group wait
Create a resource group lock,group lock create
Delete a resource group lock,group lock delete
List lock information in the resource-group,group lock list
Show the details of a resource group lock,group lock show
Update a resource group lock,group lock update
create a resource,resource create
Delete a resource,resource delete
Get the details of a resource,resource show
List resources,resource list
Tag a resource,resource tag
Moves resources from one resource group to another(can be under different subscription),resource move
Invoke an action on the resource,resource invoke-action
Update a resource,resource update
Create a resource-level lock,resource lock create
Delete a resource-level lock,resource lock delete
List lock information in the resource-level,resource lock list
Show the details of a resource-level lock,resource lock show
Update a resource-level lock,resource lock update
Gets the specified resource provider,provider show
Register a provider,provider register
Unregister a provider,provider unregister
Get operations from all providers,provider operation list
Get an individual provider's operations,provider operation show
List preview features,feature list
Gets the preview feature with the specified name,feature show
register a preview feature,feature register
Gets the names and values of all resource tags that are defined in a subscription,tag list
Creates a tag in the subscription,tag create
Deletes a tag from the subscription,tag delete
Creates a tag value,tag add-value
Deletes a tag value,tag remove-value
Start a deployment,group deployment create
Get all the deployments for a resource group,group deployment list
Gets a deployment,group deployment show
Deletes a deployment from the deployment history,group deployment delete
Validate whether a template is syntactically correct,group deployment validate
Export the template used for a deployment,group deployment export
Place the CLI in a waiting state until a deployment condition is met,group deployment wait
Gets all deployments operations for a deployment,group deployment operation list
get a deployment's operation,group deployment operation show
Create a resource policy assignment,policy assignment create
Delete a resource policy assignment,policy assignment delete
List resource policy assignments,policy assignment list
Show a resource policy assignment,policy assignment show
Create a policy definition,policy definition create
Delete a policy definition,policy definition delete
List policy definitions,policy definition list
get a policy definition,policy definition show
Update a policy definition,policy definition update
Create a policy set definition,policy set-definition create
Delete a policy set definition,policy set-definition delete
List policy set definitions,policy set-definition list
get a policy set definition,policy set-definition show
Update a policy set definition,policy set-definition update
Create a lock,lock create
Delete a lock,lock delete
List lock information,lock list
Show the properties of a lock,lock show
Update a lock,lock update
Create a new link between resources,resource link create
Delete a link between resources,resource link delete
Get details for a resource link,resource link show
List resource links,resource link list
Update link between resources,resource link update
Create a managed application,managedapp create
Delete a managed application,managedapp delete
Gets a managed application,managedapp show
List managed applications,managedapp list
Create a managed application definition,managedapp definition create
Delete a managed application definition,managedapp definition delete
Gets a managed application definition,managedapp definition show
List managed application definitions,managedapp definition list
List all management groups,account management-group list
Get a specific management group,account management-group show
Create a new management group,account management-group create
Delete an existing management group,account management-group delete
Update an existing management group,account management-group update
Add a subscription to a management group,account management-group subscription add
Remove an existing subscription from a management group,account management-group subscription remove
List role definitions,role definition list
Delete a role definition,role definition delete
Create a custom role definition,role definition create
Update a role definition,role definition update
Delete role assignments,role assignment delete
List role assignments,role assignment list
"Create a new role assignment for a user, group, or service principal",role assignment create
List changelogs for role assignments,role assignment list-changelogs
"Create a web application, web API or native application",ad app create
Delete an application,ad app delete
List applications,ad app list
Get the details of an application,ad app show
Update an application,ad app update
Create a service principal,ad sp create
Delete a service principal and its role assignments,ad sp delete
List service principals,ad sp list
Get the details of a service principal,ad sp show
Create a service principal and configure its access to Azure resources,ad sp create-for-rbac
Reset a service principal credential,ad sp credential reset
list a service principal's credentials,ad sp credential list
delete a service principal's credential,ad sp credential delete
Delete a user,ad user delete
Gets user information from the directory,ad user show
List Azure Active Directory users,ad user list
Request parameters for creating a new work or school account user,ad user create
Create a group in the directory,ad group create
Delete a group from the directory,ad group delete
Gets group information from the directory,ad group show
Gets a collection of object IDs of groups of which the specified group is a member,ad group get-member-groups
list groups in the directory,ad group list
Gets the members of a group,ad group member list
Add a member to a group,ad group member add
Remove a member from a group,ad group member remove
Check if a member is in a group,ad group member check
Create a Service Bus Namespace,servicebus namespace create
Shows the Service Bus Namespace details,servicebus namespace show
List the Service Bus Namespaces,servicebus namespace list
Deletes the Service Bus Namespace,servicebus namespace delete
check for the availability of the given name for the Namespace,servicebus namespace exists
Updates a Service Bus Namespace,servicebus namespace update
Create Authorization Rule for the given Service Bus Namespace,servicebus namespace authorization-rule create
Shows the details of Service Bus Namespace Authorization Rule,servicebus namespace authorization-rule show
Shows the list of Authorization Rule by Service Bus Namespace,servicebus namespace authorization-rule list
List the keys and connection strings of Authorization Rule for Service Bus Namespace,servicebus namespace authorization-rule keys list
Regenerate keys of Authorization Rule for the Service Bus Namespace,servicebus namespace authorization-rule keys renew
Deletes the Authorization Rule of the Service Bus Namespace,servicebus namespace authorization-rule delete
Updates Authorization Rule for the given Service Bus Namespace,servicebus namespace authorization-rule update
Create the Service Bus Queue,servicebus queue create
shows the Service Bus Queue Details,servicebus queue show
List the Queue by Service Bus Namepsace,servicebus queue list
Deletes the Service Bus Queue,servicebus queue delete
Updates existing Service Bus Queue,servicebus queue update
Create Authorization Rule for the given Service Bus Queue,servicebus queue authorization-rule create
show properties of Authorization Rule for the given Service Bus Queue,servicebus queue authorization-rule show
List of Authorization Rule by Service Bus Queue,servicebus queue authorization-rule list
List the keys and connection strings of Authorization Rule for the given Service Bus Queue,servicebus queue authorization-rule keys list
Regenerate keys of Authorization Rule for Service Bus Queue,servicebus queue authorization-rule keys renew
Delete the Authorization Rule of Service Bus Queue,servicebus queue authorization-rule delete
Update Authorization Rule for the given Service Bus Queue,servicebus queue authorization-rule update
Create the Service Bus Topic,servicebus topic create
Shows the Service Bus Topic Details,servicebus topic show
List the Topic by Service Bus Namepsace,servicebus topic list
Deletes the Service Bus Topic,servicebus topic delete
Updates the Service Bus Topic,servicebus topic update
Create Authorization Rule for given Service Bus Topic,servicebus topic authorization-rule create
Shows the details of Authorization Rule for given Service Bus Topic,servicebus topic authorization-rule show
shows list of Authorization Rule by Service Bus Topic,servicebus topic authorization-rule list
List the keys and connection strings of Authorization Rule for Service Bus Topic,servicebus topic authorization-rule keys list
Regenerate keys of Authorization Rule for Service Bus Topic,servicebus topic authorization-rule keys renew
Deletes the Authorization Rule of the given Service Bus Topic,servicebus topic authorization-rule delete
Create Authorization Rule for given Service Bus Topic,servicebus topic authorization-rule update
Create the ServiceBus Subscription,servicebus topic subscription create
Shows Service Bus Subscription Details,servicebus topic subscription show
List the Subscription by Service Bus Topic,servicebus topic subscription list
Deletes the Service Bus Subscription,servicebus topic subscription delete
Updates the ServiceBus Subscription,servicebus topic subscription update
Create the ServiceBus Rule for Subscription,servicebus topic subscription rule create
Shows ServiceBus Rule Details,servicebus topic subscription rule show
List the ServiceBus Rule by Subscription,servicebus topic subscription rule list
Deletes the ServiceBus Rule,servicebus topic subscription rule delete
Updates the ServiceBus Rule for Subscription,servicebus topic subscription rule update
Sets Service Bus Geo-Disaster Recovery Configuration Alias for the give Namespace,servicebus georecovery-alias set
shows properties of Service Bus Geo-Disaster Recovery Configuration Alias for Primay/Secondary Namespace,servicebus georecovery-alias show
Gets all Alias(Disaster Recovery configurations),servicebus georecovery-alias list
Disables Service Bus Geo-Disaster Recovery Configuration Alias and stops replicating changes from primary to secondary namespaces,servicebus georecovery-alias break-pair
Invokes Service Bus Geo-Disaster Recovery Configuration Alias failover and re-configure the alias to point to the secondary namespace,servicebus georecovery-alias fail-over
Check if Geo Recovery Alias Name is available,servicebus georecovery-alias exists
Deletes Service Bus Geo-Disaster Recovery Configuration Alias request accepted,servicebus georecovery-alias delete
Shows the list of Authorization Rule by Service Bus Namespace,servicebus georecovery-alias authorization-rule list
Gets an authorization rule for a namespace by rule name,servicebus georecovery-alias authorization-rule show
List the keys and connection strings of Authorization Rule for the Service Bus Namespace,servicebus georecovery-alias authorization-rule keys list
Get cluster resource,sf cluster show
List cluster resources,sf cluster list
Create a new Azure Service Fabric cluster,sf cluster create
Add a secondary cluster certificate to the cluster,sf cluster certificate add
Remove a certificate from a cluster,sf cluster certificate remove
Add a common name or certificate thumbprint to the cluster for client authentication,sf cluster client-certificate add
Remove client certificates or subject names used for authentication,sf cluster client-certificate remove
Update the settings of a cluster,sf cluster setting set
Remove settings from a cluster,sf cluster setting remove
Update the reliability tier for the primary node in a cluster,sf cluster reliability update
Update the durability tier or VM SKU of a node type in the cluster,sf cluster durability update
Add a new node type to a cluster,sf cluster node-type add
Add nodes to a node type in a cluster,sf cluster node add
Remove nodes from a node type in a cluster,sf cluster node remove
Change the  upgrade type for a cluster,sf cluster upgrade-type set
Add a new certificate to the Virtual Machine Scale Sets that make up the cluster to be used by hosted applications,sf application certificate add
Gets all subscription usage metrics in a given location,sql list-usages
Gets a subscription usage metric,sql show-usage
Generates a connection string to a database,sql db show-connection-string
Create a database,sql db create
Create a copy of a database,sql db copy
Create a new database by restoring from a backup,sql db restore
Rename a database,sql db rename
Get the details for a database,sql db show
List databases a server or elastic pool,sql db list
Delete a database,sql db delete
Update a database,sql db update
Imports a bacpac into an existing database,sql db import
Export a database to a bacpac,sql db export
Show database editions available for the currently active subscription,sql db list-editions
Create a database as a readable secondary replica of an existing database,sql db replica create
Create a data warehouse,sql dw create
Get the details for a data warehouse,sql dw show
List data warehouses for a server,sql dw list
Delete a data warehouse,sql dw delete
Pauses a datawarehouse,sql dw pause
Resumes a datawarehouse,sql dw resume
Update a data warehouse,sql dw update
Gets a list of operations performed on the database,sql db op list
Sets a database's transparent data encryption configuration,sql db tde set
Gets a database's transparent data encryption configuration,sql db tde show
Returns a database's transparent data encryption operation result,sql db tde list-activity
List the replicas of a database and their replication status,sql db replica list-links
Permanently stop data replication between two database replicas,sql db replica delete-link
Set the primary replica database by failing over from the current primary replica database,sql db replica set-primary
Gets a list of deleted databases that can be restored,sql db list-deleted
Gets a database's blob auditing policy,sql db audit-policy show
Update a database's auditing policy,sql db audit-policy update
Gets a database's threat detection policy,sql db threat-policy show
Update a database's threat detection policy,sql db threat-policy update
Returns database usages,sql db list-usages
Create an elastic pool,sql elastic-pool create
Deletes an elastic pool,sql elastic-pool delete
Gets an elastic pool,sql elastic-pool show
Gets all elastic pools in a server,sql elastic-pool list
Update an elastic pool,sql elastic-pool update
Gets a list of databases in an elastic pool,sql elastic-pool list-dbs
List elastic pool editions available for the active subscription,sql elastic-pool list-editions
Gets a list of operations performed on the elastic pool,sql elastic-pool op list
Create a server,sql server create
Deletes a server,sql server delete
Gets a server,sql server show
List available servers,sql server list
Update a server,sql server update
Returns server usages,sql server list-usages
Create a firewall rule,sql server firewall-rule create
Update a firewall rule,sql server firewall-rule update
Deletes a firewall rule,sql server firewall-rule delete
Shows the details for a firewall rule,sql server firewall-rule show
List a server's firewall rules,sql server firewall-rule list
Create a new server Active Directory administrator,sql server ad-admin create
Returns a list of server Administrators,sql server ad-admin list
Deletes an existing server Active Directory Administrator,sql server ad-admin delete
Update an existing server Active Directory administrator,sql server ad-admin update
Creates a server key,sql server key create
Deletes a server key,sql server key delete
Shows a server key,sql server key show
Gets a list of server keys,sql server key list
Gets a server encryption protector,sql server tde-key show
Sets the server's encryption protector,sql server tde-key set
Create a virtual network rule to allows access to an Azure SQL server,sql server vnet-rule create
Gets a virtual network rule,sql server vnet-rule show
Gets a list of virtual network rules in a server,sql server vnet-rule list
Deletes the virtual network rule with the given name,sql server vnet-rule delete
Update a virtual network rule,sql server vnet-rule update
Gets a server's secure connection policy,sql server conn-policy show
Updates a server's secure connection policy,sql server conn-policy update
Gets a server DNS alias,sql server dns-alias show
Gets a list of server DNS aliases for a server,sql server dns-alias list
Creates a server dns alias,sql server dns-alias create
Deletes the server DNS alias with the given name,sql server dns-alias delete
Sets a server to which DNS alias should point,sql server dns-alias set
Create a managed instance,sql mi create
Delete a managed instance,sql mi delete
Get the details for a managed instance,sql mi show
List available managed instances,sql mi list
Update a managed instance,sql mi update
Create a managed database,sql midb create
Restore a managed database,sql midb restore
Get the details for a managed database,sql midb show
List maanged databases on a managed instance,sql midb list
Delete a managed database,sql midb delete
Checks that the storage account name is valid and is not already in use,storage account check-name
Create a storage account,storage account create
Delete a storage account,storage account delete
Show storage account properties,storage account show
List storage accounts,storage account list
Show the current count and limit of the storage accounts under the subscription,storage account show-usage
Get the connection string for a storage account,storage account show-connection-string
Update the properties of a storage account,storage account update
Regenerates one of the access keys for the specified storage account,storage account keys renew
List the primary and secondary keys for a storage account,storage account keys list
Add a network rule,storage account network-rule add
List network rules,storage account network-rule list
Remove a network rule,storage account network-rule remove
Update logging settings for a storage account,storage logging update
Show logging settings for a storage account,storage logging show
Update metrics settings for a storage account,storage metrics update
Show metrics settings for a storage account,storage metrics show
List blobs in a given container,storage blob list
"Downloads a blob to a file path, with automatic chunking and progress notifications",storage blob download
Generates a shared access signature for the blob,storage blob generate-sas
Creates the url to access a blob,storage blob url
Creates a read-only snapshot of a blob,storage blob snapshot
Get the details of a blob,storage blob show
Sets system properties on the blob,storage blob update
Check for the existence of a blob in a container,storage blob exists
Mark a blob or snapshot for deletion,storage blob delete
The undelete Blob operation restores the contents and metadata of soft deleted blob or snapshot,storage blob undelete
Set the block or page tiers on the blob,storage blob set-tier
Upload a file to a storage blob,storage blob upload
Upload files from a local directory to a blob container,storage blob upload-batch
Download blobs from a blob container recursively,storage blob download-batch
Delete blobs from a blob container recursively,storage blob delete-batch
Returns all user-defined metadata for the specified blob or snapshot,storage blob metadata show
Sets user-defined metadata for the specified blob as one or more name-value pairs,storage blob metadata update
Requests a new lease,storage blob lease acquire
Renews the lease,storage blob lease renew
Releases the lease,storage blob lease release
Changes the lease ID of an active lease,storage blob lease change
"Breaks the lease, if the blob has an active lease",storage blob lease break
Copies a blob asynchronously,storage blob copy start
"Aborts a pending copy_blob operation, and leaves a destination blob with zero length and full metadata",storage blob copy cancel
Copy multiple blobs or files to a blob container,storage blob copy start-batch
Copies an incremental copy of a blob asynchronously,storage blob incremental-copy start
"Aborts a pending copy_blob operation, and leaves a destination blob with zero length and full metadata",storage blob incremental-copy cancel
Show the storage blob delete-policy,storage blob service-properties delete-policy show
Update the storage blob delete-policy,storage blob service-properties delete-policy update
"Gets the properties of a storage account's Blob service, including Azure Storage Analytics",storage blob service-properties show
List containers in a storage account,storage container list
Marks the specified container for deletion,storage container delete
Returns all user-defined metadata and system properties for the specified container,storage container show
Create a container in a storage account,storage container create
Generates a shared access signature for the container,storage container generate-sas
Check for the existence of a storage container,storage container exists
Sets the permissions for the specified container or stored access  policies that may be used with Shared Access Signatures,storage container set-permission
Gets the permissions for the specified container,storage container show-permission
Sets one or more user-defined name-value pairs for the specified container,storage container metadata update
Returns all user-defined metadata for the specified container,storage container metadata show
Requests a new lease,storage container lease acquire
Renews the lease,storage container lease renew
Release the lease,storage container lease release
Change the lease ID of an active lease,storage container lease change
"Break the lease, if the container has an active lease",storage container lease break
Create a stored access policy on the containing object,storage container policy create
Delete a stored access policy on a containing object ,storage container policy delete
Set a stored access policy on a containing object,storage container policy update
Show a stored access policy on a containing object,storage container policy show
List stored access policies on a containing object,storage container policy list
List the file shares in a storage account,storage share list
Creates a new share under the specified account,storage share create
Marks the specified share for deletion,storage share delete
Generates a shared access signature for the share,storage share generate-sas
"Gets the approximate size of the data stored on the share, rounded up to the nearest gigabyte",storage share stats
Returns all user-defined metadata and system properties for the specified share,storage share show
Sets service-defined properties for the specified share,storage share update
Creates a snapshot of an existing share under the specified account,storage share snapshot
Check for the existence of a file share,storage share exists
Returns all user-defined metadata for the specified share,storage share metadata show
Sets one or more user-defined name-value pairs for the specified share,storage share metadata update
Create a stored access policy on the containing object,storage share policy create
Delete a stored access policy on a containing object ,storage share policy delete
Show a stored access policy on a containing object,storage share policy show
List stored access policies on a containing object,storage share policy list
Set a stored access policy on a containing object,storage share policy update
Creates a new directory under the specified share or parent directory,storage directory create
Deletes the specified empty directory,storage directory delete
Returns all user-defined metadata and system properties for the specified directory,storage directory show
Check for the existence of a storage directory,storage directory exists
Returns all user-defined metadata for the specified directory,storage directory metadata show
Sets one or more user-defined name-value pairs for the specified directory,storage directory metadata update
List directories in a share,storage directory list
List files and directories in a share,storage file list
Marks the specified file for deletion,storage file delete
Resizes a file to the specified size,storage file resize
Creates the url to access a file,storage file url
Generates a shared access signature for the file,storage file generate-sas
"Returns all user-defined metadata, standard HTTP properties, and system properties for the file",storage file show
Sets system properties on the file,storage file update
Check for the existence of a file,storage file exists
"Downloads a file to a file path, with automatic chunking and progress notifications",storage file download
Upload a file to a share that uses the SMB 3,storage file upload
Returns all user-defined metadata for the specified file,storage file metadata show
Sets user-defined metadata for the specified file as one or more name-value pairs,storage file metadata update
Copies a file asynchronously,storage file copy start
" Aborts a pending copy_file operation, and leaves a destination file  with zero length and full metadata",storage file copy cancel
Upload files from a local directory to an Azure Storage File Share in a batch operation,storage file upload-batch
Download files from an Azure Storage File Share to a local directory in a batch operation,storage file download-batch
Delete files from an Azure Storage File Share,storage file delete-batch
Copy multiple files or blobs to a file share,storage file copy start-batch
Add a CORS rule to a storage account,storage cors add
Remove all CORS rules from a storage account,storage cors clear
List all CORS rules for a storage account,storage cors list
List queues in a storage account,storage queue list
Creates a queue under the given account,storage queue create
Deletes the specified queue and any messages it contains,storage queue delete
Generates a shared access signature for the queue,storage queue generate-sas
Retrieves statistics related to replication for the Queue service,storage queue stats
Returns a boolean indicating whether the queue exists,storage queue exists
Retrieves user-defined metadata and queue properties on the specified queue,storage queue metadata show
Sets user-defined metadata on the specified queue,storage queue metadata update
Create a stored access policy on the containing object,storage queue policy create
Delete a stored access policy on a containing object ,storage queue policy delete
Show a stored access policy on a containing object,storage queue policy show
List stored access policies on a containing object,storage queue policy list
Set a stored access policy on a containing object,storage queue policy update
Adds a new message to the back of the message queue,storage message put
Retrieves one or more messages from the front of the queue,storage message get
"Retrieves one or more messages from the front of the queue, but does not alter the visibility of the message",storage message peek
Deletes the specified message,storage message delete
Deletes all messages from the specified queue,storage message clear
Updates the visibility timeout of a message,storage message update
Creates a new table in the storage account,storage table create
Deletes the specified table and any data it contains,storage table delete
Returns a boolean indicating whether the table exists,storage table exists
Generates a shared access signature for the table,storage table generate-sas
List tables in a storage account,storage table list
Retrieves statistics related to replication for the Table service,storage table stats
Create a stored access policy on the containing object,storage table policy create
Delete a stored access policy on a containing object ,storage table policy delete
Show a stored access policy on a containing object,storage table policy show
List stored access policies on a containing object,storage table policy list
Set a stored access policy on a containing object,storage table policy update
List entities which satisfy a query,storage entity query
Updates an existing entity in a table,storage entity replace
Updates an existing entity by merging the entity's properties,storage entity merge
Deletes an existing entity in a table,storage entity delete
Get an entity from the specified table,storage entity show
Insert an entity into a table,storage entity insert
Create a managed disk,disk create
Delete a managed disk,disk delete
Grant a resource read access to a managed disk,disk grant-access
List managed disks,disk list
Revoke a resource's read access to a managed disk,disk revoke-access
Gets information about a disk,disk show
Update a managed disk,disk update
Place the CLI in a waiting state until a condition of a managed disk is met,disk wait
Create or update an identity in the specified subscription and resource group,identity create
Gets the identity,identity show
Deletes the identity,identity delete
List Managed Service Identities,identity list
Lists available operations for the Managed Identity provider,identity list-operations
Create a custom Virtual Machine Image from managed disks or snapshots,image create
List custom VM images,image list
Gets an image,image show
Deletes an Image,image delete
Create a snapshot,snapshot create
Deletes a snapshot,snapshot delete
Grant read access to a snapshot,snapshot grant-access
List snapshots,snapshot list
Revoke read access to a snapshot,snapshot revoke-access
Gets information about a snapshot,snapshot show
Update a snapshot,snapshot update
Enable managed service identity on a VM,vm identity assign
(PREVIEW) Remove user assigned identities from a VM,vm identity remove
display VM's managed identity info,vm identity show
Capture information for a stopped VM,vm capture
Create an Azure Virtual Machine,vm create
Convert a VM with unmanaged disks to use managed disks,vm convert
Deallocate a VM,vm deallocate
Delete a VM,vm delete
"Mark a VM as generalized, allowing it to be imaged for multiple deployments",vm generalize
Get instance information about a VM,vm get-instance-view
List details of Virtual Machines,vm list
List IP addresses associated with a VM,vm list-ip-addresses
List available sizes for VMs,vm list-sizes
Get details for compute-related resource SKUs,vm list-skus
List available usage resources for VMs,vm list-usage
List available resizing options for VMs,vm list-vm-resize-options
Opens a VM to inbound traffic on specified ports,vm open-port
The operation to perform maintenance on a virtual machine,vm perform-maintenance
Redeploy an existing VM,vm redeploy
Update a VM's size,vm resize
Restart VMs,vm restart
Get the details of a VM,vm show
Start a stopped VM,vm start
Stop a running VM,vm stop
Update the properties of a VM,vm update
Place the CLI in a waiting state until a condition of the VM is met,vm wait
Convert an Azure Availability Set to contain VMs with managed disks,vm availability-set convert
Create an Azure Availability Set,vm availability-set create
Delete an availability set,vm availability-set delete
List availability sets,vm availability-set list
List VM sizes for an availability set,vm availability-set list-sizes
Get information for an availability set,vm availability-set show
Update an Azure Availability Set,vm availability-set update
Disable the boot diagnostics on a VM,vm boot-diagnostics disable
Enable the boot diagnostics on a VM,vm boot-diagnostics enable
Get the boot diagnostics log from a VM,vm boot-diagnostics get-boot-log
Configure the Azure VM diagnostics extension,vm diagnostics set
Get the default configuration settings for a VM,vm diagnostics get-default-config
Attach a managed persistent disk to a VM,vm disk attach
Detatch a managed disk from a VM,vm disk detach
Enable disk encryption on the OS disk and/or data disks,vm encryption enable
Disable disk encryption on the OS disk and/or data disks,vm encryption disable
Show encryption status,vm encryption show
Remove an extension attached to a VM,vm extension delete
Display information about extensions attached to a VM,vm extension show
Set extensions for a VM,vm extension set
List the extensions attached to a VM,vm extension list
Display information for an extension,vm extension image show
List the names of available extensions,vm extension image list-names
List the versions for available extensions,vm extension image list-versions
List the information on available extensions,vm extension image list
List the VM image offers available in the Azure Marketplace,vm image list-offers
List the VM image publishers available in the Azure Marketplace,vm image list-publishers
List the VM image SKUs available in the Azure Marketplace,vm image list-skus
List the VM/VMSS images available in the Azure Marketplace,vm image list
Accept Azure Marketplace term so that the image can be used to create VMs,vm image accept-terms
Get the details for a VM image available in the Azure Marketplace,vm image show
Add existing NICs to a VM,vm nic add
Remove NICs from a VM,vm nic remove
Configure settings of a NIC attached to a VM,vm nic set
Display information for a NIC attached to a VM,vm nic show
List the NICs available on a VM,vm nic list
run command on a vm,vm run-command invoke
Lists all available run commands for a subscription in a location,vm run-command list
Gets specific run command for a subscription in a location,vm run-command show
Transform secrets into a form that can be used by VMs and VMSSes,vm secret format
Add a secret to a VM,vm secret add
List secrets on a VM,vm secret list
Remove a secret from a VM,vm secret remove
Attach an unmanaged persistent disk to a VM,vm unmanaged-disk attach
Detatch an unmanaged disk from a VM,vm unmanaged-disk detach
List unamanaged disks of a VM,vm unmanaged-disk list
Update a user account,vm user update
Delete a user account from a VM,vm user delete
Reset the SSH configuration on a VM,vm user reset-ssh
Enable managed service identity on a VMSS,vmss identity assign
(PREVIEW) Remove user assigned identities from a VM scaleset,vmss identity remove
display VM scaleset's managed identity info,vmss identity show
Create an Azure Virtual Machine Scale Set,vmss create
Deallocate VMs within a VMSS,vmss deallocate
Deletes a VM scale set,vmss delete
Delete VMs within a VMSS,vmss delete-instances
View an instance of a VMSS,vmss get-instance-view
List VMSS,vmss list
Gets a list of all virtual machines in a VM scale sets,vmss list-instances
Get the IP address and port number used to connect to individual VM instances within a set,vmss list-instance-connection-info
List public IP addresses of VM instances within a set,vmss list-instance-public-ips
