text, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples,
calculate,calculate,VERB,VBN,conj,True,False,6,[u'The formula for the desired number of compute nodes in the pool The formula is validated and its results calculated but it is not applied to the pool To apply the formula to the pool Enable automatic scaling on a pool For more information about specifying this formula see Automatically scale compute nodes in an Azure Batch pool https azure microsoft com en us documentation articles batch automatic scaling ', u'Specifies that an MD5 hash shall be calculated for each chunk of the blob and verified by the service when the chunk has arrived ']
expose,expose,VERB,VB,xcomp,True,False,6,[u'Creates a new directory under the specified share or parent directory If the directory with the same name already exists the operation fails on the service By default the exception is swallowed by the client To expose the exception specify True for fail_on_exists ', u'Space separated list of response headers to expose to CORS clients ']
affect,affect,VERB,VBN,ROOT,True,False,6,[u'Starts a rolling upgrade to move all virtual machine scale set instances to the latest available Platform Image OS version Instances which are already running the latest available OS version are not affected ', u'A list of application packages to be installed on each compute node in the pool Changes to application package references affect all new compute nodes joining the pool but do not affect compute nodes that are already in the pool until they are rebooted or reimaged If this element is present it replaces any existing application package references If you specify an empty collection then all application package references are removed from the pool If omitted any existing application package references are left unchanged Space separated application IDs with optional version in id version format ']
float,float,VERB,VBG,amod,True,False,6,[u'Enable floating IP ', u'Update an inbound NAT rule to disable floating IP and modify idle timeout duration ']
appear,appear,VERB,VB,advcl,True,False,6,[u' A URL of up to 2 KB in length that specifies an Azure file or blob The value should be URL encoded as it would appear in a request URI If the source is in another account the source must either be public or must be authenticated via a shared access signature If the source is public no authentication is required Examples https myaccount file core windows net myshare mydir myfile https otheraccount file core windows net myshare mydir myfile sastoken', u' A URL of up to 2 KB in length that specifies an Azure file or blob The value should be URL encoded as it would appear in a request URI If the source is in another account the source must either be public or must be authenticated via a shared access signature If the source is public no authentication is required Examples https myaccount blob core windows net mycontainer myblob https myaccount blob core windows net mycontainer myblob snapshot DateTime https otheraccount blob core windows net mycontainer myblob sastoken']
recover,recover,VERB,VBZ,advcl,True,False,6,[u'Recovers the deleted secret back to its current version under secrets Authorization requires the secrets recover permission ', u'Recovers the deleted secret back to its current version under secrets Authorization requires the secrets recover permission ']
requeue,requeue,VERB,VB,attr,True,False,6,[u'When to reboot the compute node and what to do with currently running tasks The default value is requeue ', u'What to do with currently running tasks when disabling task scheduling on the compute node The default value is requeue ']
determine,determine,VERB,VB,xcomp,True,False,6,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u'Retrieves statistics related to replication for the Queue service It is only available when read access geo redundant replication is enabled for the storage account With geo redundant replication Azure Storage maintains your data durable in two locations In both locations Azure Storage constantly maintains multiple healthy replicas of your data The location where you read create update or delete data is the primary storage account location The primary location exists in the region you choose at the time you create an account via the Azure Management Azure classic portal for example North Central US The location to which your data is replicated is the secondary location The secondary location is automatically determined based on the location of the primary it is in a second data center that resides in the same region as the primary location Read only access is available from the secondary location if read access geo redundant replication is enabled for your storage account ']
proceed,proceed,VERB,VB,ROOT,True,False,6,[u'Proceed only if Key Vault belongs to the specified resource group ', u'Proceed only if Key Vault belongs to the specified resource group ']
compare,compare,VERB,VB,ROOT,True,False,6,[u'How to compare the metric against the threshold ', u'Whether to compare the schema information between source and target ']
str,str,VERB,VBG,ccomp,True,False,6,[u'Defines the query string caching behavior Possible values include IgnoreQueryString BypassCaching UseQueryString NotSet ', u'Defines the query string caching behavior Possible values include IgnoreQueryString BypassCaching UseQueryString NotSet ']
evaluate,evaluate,VERB,VBG,pcomp,True,False,6,[u'Gets the result of evaluating an automatic scaling formula on the pool This API is primarily for validating an autoscale formula as it simply returns the result without applying the formula to the pool The pool must have auto scaling enabled in order to evaluate a formula ', u'Gets the result of evaluating an automatic scaling formula on the pool This API is primarily for validating an autoscale formula as it simply returns the result without applying the formula to the pool The pool must have auto scaling enabled in order to evaluate a formula ']
measure,measure,VERB,VBN,xcomp,True,False,6,[u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ', u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ']
sas_token,sas_token,VERB,VBN,amod,False,False,6,[u'Generates a shared access signature for the table Use the returned signature with the sas_token parameter of TableService ', u'Generates a shared access signature for the file Use the returned signature with the sas_token parameter of FileService ']
face,face,VERB,VBG,amod,True,False,6,[u'Get the external facing IP address for a function app ', u'Get the external facing IP address for a web app ']
convey,convey,VERB,VBZ,ROOT,True,False,6,[u'Conveys additional information about how to process the response payload and can also be used to attach additional metadata ', u'Conveys additional information about how to process the response payload and can also be used to attach additional metadata ']
fix,fix,VERB,VBN,amod,True,False,5,[u' For a break operation this is the proposed duration of seconds that the lease should continue before it is broken between 0 and 60 seconds This break period is only used if it is shorter than the time remaining on the lease If longer the time remaining on the lease is used A new lease will not be available before the break period has expired but the lease may be held for longer than the break period If this header does not appear with a break operation a fixed duration lease breaks after the remaining lease period elapses and an infinite lease breaks immediately ', u'Create a fixed or recurring autoscale profile ']
submit,submit,VERB,VB,ROOT,True,False,5,[u'Submit a job to a Data Lake Analytics account ', u'Script to submit This may be file to load from a file ']
integrate,integrate,VERB,VB,relcl,True,False,5,[u'Application ID to integrate Twitter Sign in into your web app', u'Application ID to integrate Google Sign in into your web app']
originate,originate,VERB,VBG,amod,True,False,5,[u'Allow block Azure originating IPs through the firewall', u'Port number from which to originate traffic ']
autogenerat,autogenerat,VERB,VBN,amod,True,False,5,[u'Optional if the key value provided is set for KeyType or autogenerated Key value set for keyType ', u'Optional if the key value provided is set for KeyType or autogenerated Key value set for keyType ']
detect,detect,VERB,VBG,pcomp,True,False,5,[u' If true calculates an MD5 hash for each range of the file The storage service checks the hash of the content that has arrived with the hash that was sent This is primarily valuable for detecting bitflips on the wire if using http instead of https as https the default will already validate Note that this MD5 hash is not stored with the file ', u'Whether the Batch service should wait for the start task to complete successfully that is to exit with exit code 0 before scheduling any tasks on the compute node If true and the start task fails on a compute node the Batch service retries the start task up to its maximum retry count maxTaskRetryCount If the task has still not completed successfully after all retries then the Batch service marks the compute node unusable and will not schedule tasks to it This condition can be detected via the node state and failure info details If false the Batch service will not wait for the start task to complete In this case other tasks can start executing on the compute node while the start task is still running and even if the start task fails new tasks will continue to be scheduled on the node The default is false Specify either true or false to update the property ']
persist,persist,VERB,VB,xcomp,True,False,5,[u'The sku of storage account to persist VM ', u'Do not use managed disk to persist VM']
consider,consider,VERB,VBN,acl,True,False,5,[u'The action the Batch service should take when all tasks in a job created under this schedule are in the completed state Note that if a job contains no tasks then all tasks are considered complete This option is therefore most commonly used with a Job Manager task if you want to use automatic job termination without a Job Manager you should initially set onAllTasksComplete to noaction and update the job properties to set onAllTasksComplete to terminatejob once you have finished adding tasks The default is noaction ', u'The minimum number of endpoints that must be available in the child profile for the parent profile to be considered available Only applicable to an endpoint of type NestedEndpoints ']
follow,follow,VERB,VBG,amod,True,False,5,[u'Endpoint origin specified by the following space delimited 3 tuple www example com http_port https_port The HTTP and HTTPsports are optional and will default to 80 and 443 respectively ', u'How often to backup Use a number followed by d or h e g 5d 5 days 2h 2 hours']
re,re,VERB,VBP,aux,True,False,5,[u'Provide the name of an existing storage account if you re recreating a container registry over a previous registry created storage account Only applicable to Classic SKU ', u'A list of application packages that the Batch service will deploy to the compute node before running the command line Application packages are downloaded and deployed to a shared directory not the task working directory Therefore if a referenced package is already on the compute node and is up to date then it is not re downloaded the existing copy on the compute node is used If a referenced application package cannot be installed for example because the package has been deleted or because download failed the task fails Space separated application IDs with optional version in id version format ']
issue,issue,VERB,VBN,advcl,True,False,5,[u'The time interval at which to automatically adjust the pool size according to the autoscale formula The default value is 15 minutes The minimum and maximum value are 5 minutes and 168 hours respectively If you specify a value less than 5 minutes or greater than 168 hours the Batch service rejects the request with an invalid property value error if you are calling the REST API directly the HTTP status code is 400 Bad Request If you specify a new interval then the existing autoscale evaluation schedule will be stopped and a new autoscale evaluation schedule will be started with its starting time being the time when this request was issued ', u'Recovers the deleted certificate back to its current version under certificates The RecoverDeletedCertificate operation performs the reversal of the Delete operation The operation is applicable in vaults enabled for soft delete and must be issued during the retention interval available in the deleted certificate s attributes ']
pick,pick,VERB,VB,ROOT,True,False,5,[u'by doing this extension system will not pick the highest minor version for the specified version number and will not auto update to the latest build revision number on any scale set updates in future ', u'by doing this extension system will not pick the highest minor version for the specified version number and will not auto update to the latest build revision number on any scale set updates in future ']
troubleshoot,troubleshoot,VERB,VB,relcl,True,False,5,[u'Name or ID of the resource to troubleshoot ', u'Troubleshoot issues with VPN connections or gateway connectivity ']
pop_receipt,pop_receipt,VERB,VB,conj,False,False,5,[u'Deletes the specified message Normally after a client retrieves a message with the get_messages operation the client is expected to process and delete the message To delete the message you must have two items of data id and pop_receipt The id is returned from the previous get_messages operation The pop_receipt is returned from the most recent func get_messages or func update_message operation In order for the delete_message operation to succeed the pop_receipt specified on the request must match the pop_receipt returned from the func get_messages or func update_message operation ', u'Deletes the specified message Normally after a client retrieves a message with the get_messages operation the client is expected to process and delete the message To delete the message you must have two items of data id and pop_receipt The id is returned from the previous get_messages operation The pop_receipt is returned from the most recent func get_messages or func update_message operation In order for the delete_message operation to succeed the pop_receipt specified on the request must match the pop_receipt returned from the func get_messages or func update_message operation ']
publish,publish,VERB,VBN,acl,True,False,5,[u'List all skus available for CentOS published by OpenLogic in the West US region ', u'Gets publishing user Gets publishing user ']
relate,relate,VERB,VBN,acl,True,False,5,[u'Retrieves statistics related to replication for the Queue service It is only available when read access geo redundant replication is enabled for the storage account With geo redundant replication Azure Storage maintains your data durable in two locations In both locations Azure Storage constantly maintains multiple healthy replicas of your data The location where you read create update or delete data is the primary storage account location The primary location exists in the region you choose at the time you create an account via the Azure Management Azure classic portal for example North Central US The location to which your data is replicated is the secondary location The secondary location is automatically determined based on the location of the primary it is in a second data center that resides in the same region as the primary location Read only access is available from the secondary location if read access geo redundant replication is enabled for your storage account ', u'Sets backup related properties of the Recovery Services vault ']
aggregate,aggregate,VERB,VB,conj,True,False,5,[u'The start date for when to get the recurrence and aggregate its data The startDateTime and endDateTime can be no more than 30 days apart ', u'The end date for when to get recurrence and aggregate its data The startDateTime and endDateTime can be no more than 30 days apart ']
activate,activate,VERB,VB,acl,True,False,5,[u'The condition that will cause the alert to activate The format is FIELD VALUE and FIELD VALUE ', u'Activates a Batch application package ']
acquire,acquire,VERB,VB,ccomp,True,False,5,[u'Release the lease The lease may be released if the lease_id specified matches that associated with the container Releasing the lease allows another client to immediately acquire the lease for the container as soon as the release is complete ', u'Releases the lease The lease may be released if the lease ID specified on the request matches that associated with the blob Releasing the lease allows another client to immediately acquire the lease for the blob as soon as the release is complete ']
generalize,generalize,VERB,VBN,advcl,True,False,4,[u'Mark a VM as generalized allowing it to be imaged for multiple deployments ', u'Deallocate generalize and capture a stopped virtual machine ']
join,join,VERB,VB,ROOT,True,False,4,[u'Join files in a Data Lake Store account into one file ', u'The space separated list of files in the Data Lake Store account to join ']
digest,digest,VERB,VB,conj,True,False,4,[u'The name of the image to delete May include a tag in the format name tag or digest in the format name digest ', u'The name of the image to delete May include a tag in the format name tag or digest in the format name digest ']
increment,increment,VERB,VBN,ROOT,True,False,4,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ']
regulate,regulate,VERB,VB,xcomp,True,False,4,[u'The socket timeout secs used by the service to regulate data flow ', u'The socket timeout secs used by the service to regulate data flow ']
gcmaes128,gcmaes128,VERB,VBP,compound,False,False,4,[u'Required The IPSec encryption algorithm IKE phase 1 Possible values include None DES DES3 AES128 AES192 AES256 GCMAES128 GCMAES192 GCMAES256 ', u'Required The IPSec integrity algorithm IKE phase 1 Possible values include MD5 SHA1 SHA256 GCMAES128 GCMAES192 GCMAES256 ']
preserve,preserve,VERB,VBG,acomp,True,False,4,[u'A string that uniquely identifies the job within the account The ID can contain any combination of alphanumeric characters including hyphens and underscores and cannot contain more than 64 characters The ID is case preserving and case insensitive that is you may not have two IDs within an account that differ only by case ', u'Restores a backed up key to a vault Imports a previously backed up key into Azure Key Vault restoring the key its key identifier attributes and access control policies The RESTORE operation may be used to import a previously backed up key Individual versions of a key cannot be restored The key is restored in its entirety with the same key name as it had when it was backed up If the key name is not available in the target Key Vault the RESTORE operation will be rejected While the key name is retained during restore the final key identifier will change if the key is restored to a different vault Restore will restore all versions and preserve version identifiers The RESTORE operation is subject to security constraints The target Key Vault must be owned by the same Microsoft Azure Subscription as the source Key Vault The user must have RESTORE permission in the target Key Vault ']
advertise,advertise,VERB,VBN,advcl,True,False,4,[u'Space separated list of prefixes to be advertised through the BGP peering ', u'Space separated list of prefixes to be advertised through the BGP peering ']
peek,peek,VERB,VB,xcomp,True,False,4,[u' A nonzero integer value that specifies the number of messages to peek from the queue up to a maximum of 32 By default a single message is peeked from the queue with this operation ', u' A nonzero integer value that specifies the number of messages to peek from the queue up to a maximum of 32 By default a single message is peeked from the queue with this operation ']
claim,claim,VERB,VB,ROOT,True,False,4,[u'Claim a virtual machine from the Lab ', u'Name of the virtual machine to claim ']
turn,turn,VERB,VB,ROOT,True,False,4,[u'The action the Batch service should take when all tasks in the job are in the completed state If omitted the completion behavior is set to noaction If the current value is terminatejob this is an error because a job s completion behavior may not be changed from terminatejob to noaction You may not change the value from terminatejob to noaction that is once you have engaged automatic job termination you cannot turn it off again If you try to do this the request fails and Batch returns status code 400 Bad Request and an invalid property value error response If you do not specify this element in a PUT request it is equivalent to passing noaction This is an error if the current value is terminatejob ', u'Turn off HTTP traffic for an endpoint ']
compress,compress,VERB,VBN,advcl,True,False,4,[u'If compression is enabled content will be served as compressed if user requests for a compressed version Content won t be compressed on CDN when requested content is smaller than 1 byte or larger than 1 MB ', u'If compression is enabled content will be served as compressed if user requests for a compressed version Content won t be compressed on CDN when requested content is smaller than 1 byte or larger than 1 MB ']
reimag,reimag,VERB,VBN,conj,True,False,4,[u'The minimum time to retain the task directory on the compute node where it ran from the time it completes execution After this time the Batch service may delete the task directory and all its contents The default is infinite i e the task directory will be retained until the compute node is removed or reimaged ', u'A list of application packages to be installed on each compute node in the pool Changes to application package references affect all new compute nodes joining the pool but do not affect compute nodes that are already in the pool until they are rebooted or reimaged If this element is present it replaces any existing application package references If you specify an empty collection then all application package references are removed from the pool If omitted any existing application package references are left unchanged Space separated application IDs with optional version in id version format ']
unbind,unbind,VERB,VB,ROOT,True,False,4,[u'Unbind a hostname from a function app ', u'Unbind a hostname from a web app ']
reduce,reduce,VERB,VBN,amod,True,False,4,[u'Upgrades the operating system of the specified pool During an upgrade the Batch service upgrades each compute node in the pool When a compute node is chosen for upgrade any tasks running on that node are removed from the node and returned to the queue to be rerun later or on a different compute node The node will be unavailable until the upgrade is complete This operation results in temporarily reduced pool capacity as nodes are taken out of service to be upgraded Although the Batch service tries to avoid upgrading all compute nodes at the same time it does not guarantee to do this particularly on small pools therefore the pool may be temporarily unavailable to run tasks When this operation runs the pool state changes to upgrading When all compute nodes have finished upgrading the pool state returns to active While the upgrade is in progress the pool s currentOSVersion reflects the OS version that nodes are upgrading from and targetOSVersion reflects the OS version that nodes are upgrading to Once the upgrade is complete currentOSVersion is updated to reflect the OS version now running on all nodes This operation can only be invoked on pools created with the cloudServiceConfiguration property ', u' If set to true validates an MD5 hash for each retrieved portion of the file This is primarily valuable for detecting bitflips on the wire if using http instead of https as https the default will already validate Note that the service will only return transactional MD5s for chunks 4MB or less so the first get request will be of size self MAX_CHUNK_GET_SIZE instead of self MAX_SINGLE_GET_SIZE If self MAX_CHUNK_GET_SIZE was set to greater than 4MB an error will be thrown As computing the MD5 takes processing time and more requests will need to be done due to the reduced chunk size there may be some increase in latency ']
launch,launch,VERB,VBP,ROOT,True,False,4,[u'Don t launch a web browser after establishing port forwarding ', u'Use CLI s old authentication flow based on device code CLI will also use this if it can t launch a browser in your behalf e g in remote SSH or Cloud Shell']
vcor,vcor,VERB,VBZ,conj,True,False,4,[u'The minumum capacity in DTUs or vcores each database is guaranteed ', u'The maximum capacity in DTUs or vcores any one database can consume ']
reach,reach,VERB,VB,advcl,True,False,4,[u'Wait for a container service to reach a desired state ', u'Wait for a managed Kubernetes cluster to reach a desired state ']
reply,reply,VERB,VB,relcl,True,False,4,[u'Session identifier to reply to ', u'Address of the queue to reply to ']
interrogate,interrogate,VERB,VB,relcl,True,False,4,[u'The port to interrogate ', u'The endpoint to interrogate http only ']
tolerate,tolerate,VERB,VBD,conj,True,False,4,[u'when used with Bounded Staleness consistency this value represents the number of stale requests tolerated Accepted range for this value is 1 2 147 483 647', u'when used with Bounded Staleness consistency this value represents the time amount of staleness in seconds tolerated Accepted range for this value is 1 100']
suppy,suppy,VERB,VBG,advcl,True,False,4,[u'The name of the load balancer associated with the address pool Omit if suppying an address pool ID ', u'The name of the load balancer associated with the NAT rule Omit if suppying a NAT rule ID ']
redi,redi,VERB,VBZ,compound,True,False,4,[u'This group is deprecated and will be removed in CLI version 2 0 36 The command redis patch schedule patch schedule show will be replaced with redis patch schedule show ', u'This group is deprecated and will be removed in CLI version 2 0 36 The command redis patch schedule patch schedule show will be replaced with redis patch schedule show ']
accompany,accompany,VERB,VB,csubj,True,False,4,[u' The maximum partition key accessible with this shared access signature endpk must accompany endrk Key values are inclusive If omitted there is no upper bound on the table entities that can be accessed ', u' The minimum partition key accessible with this shared access signature startpk must accompany startrk Key values are inclusive If omitted there is no lower bound on the table entities that can be accessed ']
deliver,deliver,VERB,VBN,ccomp,True,False,4,[u'Update a CDN endpoint to manage how content is delivered ', u'Endpoint where EventGrid should deliver events matching this event subscription For webhook endpoint type this should be the corresponding webhook URL For eventhub endpoint type this should be the Azure ResourceID of the event hub ']
swallow,swallow,VERB,VBN,ROOT,True,False,4,[u'Creates a new directory under the specified share or parent directory If the directory with the same name already exists the operation fails on the service By default the exception is swallowed by the client To expose the exception specify True for fail_on_exists ', u'Deletes the specified empty directory Note that the directory must be empty before it can be deleted Attempting to delete directories that are not empty will fail If the directory does not exist the operation fails on the service By default the exception is swallowed by the client To expose the exception specify True for fail_not_exist ']
exceed,exceed,VERB,VBZ,advcl,True,False,4,[u'Maximum number of parallel connections to use when the blob size exceeds 64MB ', u'Maximum number of parallel connections to use when the blob size exceeds 64MB ']
guarantee,guarantee,VERB,VBN,ROOT,True,False,3,[u'The minumum capacity in DTUs or vcores each database is guaranteed ', u'Upgrades the operating system of the specified pool During an upgrade the Batch service upgrades each compute node in the pool When a compute node is chosen for upgrade any tasks running on that node are removed from the node and returned to the queue to be rerun later or on a different compute node The node will be unavailable until the upgrade is complete This operation results in temporarily reduced pool capacity as nodes are taken out of service to be upgraded Although the Batch service tries to avoid upgrading all compute nodes at the same time it does not guarantee to do this particularly on small pools therefore the pool may be temporarily unavailable to run tasks When this operation runs the pool state changes to upgrading When all compute nodes have finished upgrading the pool state returns to active While the upgrade is in progress the pool s currentOSVersion reflects the OS version that nodes are upgrading from and targetOSVersion reflects the OS version that nodes are upgrading to Once the upgrade is complete currentOSVersion is updated to reflect the OS version now running on all nodes This operation can only be invoked on pools created with the cloudServiceConfiguration property ']
underlie,underlie,VERB,VBG,amod,True,False,3,[u'Underlying storage SKU ', u'Underlying storage SKU ']
reserve,reserve,VERB,VBN,ROOT,True,False,3,[u'This property is reserved for future use An integer value showing the compatibility level currently hard coded to 20 ', u'This property is reserved for future use An integer value showing the compatibility level currently hard coded to 20 ']
inherit,inherit,VERB,VBN,acl,True,False,3,[u'include assignment either inherited from parent scope or at child scope', u'Create a fixed date profile inheriting the default scaling rules but changing the capacity ']
recommend,recommend,VERB,VBN,conj,True,False,3,[u'The URL of the container within Azure Blob Storage to which to upload the Batch Service log file s The URL must include a Shared Access Signature SAS granting write permissions to the container The SAS duration must allow enough time for the upload to finish The start time for SAS is optional and recommended to not be specified ', u' If set to 2 or greater an initial get will be done for the first self MAX_SINGLE_GET_SIZE bytes of the file If this is the entire file the method returns at this point If it is not it will download the remaining data parallel using the number of threads equal to max_connections Each chunk will be of size self MAX_CHUNK_GET_SIZE If set to 1 a single large get request will be done This is not generally recommended but available if very few threads should be used network requests are very expensive or a non seekable stream prevents parallel download This may also be valuable if the file is being concurrently modified to enforce atomicity or if many files are expected to be empty as an extra request is required for empty files if max_connections is greater than 1 ']
decrypt,decrypt,VERB,VBN,conj,True,False,3,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u'Retrieves one or more messages from the front of the queue When a message is retrieved from the queue the response includes the message content and a pop_receipt value which is required to delete the message The message is not automatically deleted from the queue but after it has been retrieved it is not visible to other clients for the time interval specified by the visibility_timeout parameter If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ']
could,could,VERB,MD,aux,True,False,3,[u' The entity to update Could be a dict or an entity object Must contain a PartitionKey and a RowKey ', u' The entity to merge Could be a dict or an entity object Must contain a PartitionKey and a RowKey ']
arrive,arrive,VERB,VBN,advcl,True,False,3,[u'Specifies that an MD5 hash shall be calculated for each chunk of the blob and verified by the service when the chunk has arrived ', u' If true calculates an MD5 hash for each range of the file The storage service checks the hash of the content that has arrived with the hash that was sent This is primarily valuable for detecting bitflips on the wire if using http instead of https as https the default will already validate Note that this MD5 hash is not stored with the file ']
clone,clone,VERB,VB,advcl,True,False,3,[u'Get a URL for a git repository endpoint to clone and push to for function app deployment ', u'source slot to clone configurations from Use webapp s name to refer to the production slot']
nod,nod,VERB,VBZ,pobj,True,False,3,[u'A list of certificates to be installed on each compute node in the pool If this element is present it replaces any existing certificate references configured on the pool If omitted any existing certificate references are left unchanged For Windows compute nodes the Batch service installs the certificates to the specified certificate store and location For Linux compute nodes the certificates are stored in a directory inside the task working directory and an environment variable AZ_BATCH_CERTIFICATES_DIR is supplied to the task to query for this location For certificates with visibility of remoteUser a certs directory is created in the user s home directory e g home user name certs and certificates are placed in that directory Space separated certificate thumbprints ', u'The list of certificates to be installed on each compute node in the pool For Windows compute nodes the Batch service installs the certificates to the specified certificate store and location For Linux compute nodes the certificates are stored in a directory inside the task working directory and an environment variable AZ_BATCH_CERTIFICATES_DIR is supplied to the task to query for this location For certificates with visibility of remoteUser a certs directory is created in the user s home directory e g home user name certs and certificates are placed in that directory Space separated certificate thumbprints ']
reflect,reflect,VERB,VBZ,ROOT,True,False,3,[u'Upgrades the operating system of the specified pool During an upgrade the Batch service upgrades each compute node in the pool When a compute node is chosen for upgrade any tasks running on that node are removed from the node and returned to the queue to be rerun later or on a different compute node The node will be unavailable until the upgrade is complete This operation results in temporarily reduced pool capacity as nodes are taken out of service to be upgraded Although the Batch service tries to avoid upgrading all compute nodes at the same time it does not guarantee to do this particularly on small pools therefore the pool may be temporarily unavailable to run tasks When this operation runs the pool state changes to upgrading When all compute nodes have finished upgrading the pool state returns to active While the upgrade is in progress the pool s currentOSVersion reflects the OS version that nodes are upgrading from and targetOSVersion reflects the OS version that nodes are upgrading to Once the upgrade is complete currentOSVersion is updated to reflect the OS version now running on all nodes This operation can only be invoked on pools created with the cloudServiceConfiguration property ', u'Upgrades the operating system of the specified pool During an upgrade the Batch service upgrades each compute node in the pool When a compute node is chosen for upgrade any tasks running on that node are removed from the node and returned to the queue to be rerun later or on a different compute node The node will be unavailable until the upgrade is complete This operation results in temporarily reduced pool capacity as nodes are taken out of service to be upgraded Although the Batch service tries to avoid upgrading all compute nodes at the same time it does not guarantee to do this particularly on small pools therefore the pool may be temporarily unavailable to run tasks When this operation runs the pool state changes to upgrading When all compute nodes have finished upgrading the pool state returns to active While the upgrade is in progress the pool s currentOSVersion reflects the OS version that nodes are upgrading from and targetOSVersion reflects the OS version that nodes are upgrading to Once the upgrade is complete currentOSVersion is updated to reflect the OS version now running on all nodes This operation can only be invoked on pools created with the cloudServiceConfiguration property ']
carry,carry,VERB,VBN,advcl,True,False,3,[u'The time interval starting from the time at which the schedule indicates a job should be created within which a job must be created If a job is not created within the startWindow interval then the opportunity is lost no job will be created until the next recurrence of the schedule If the schedule is recurring and the startWindow is longer than the recurrence interval then this is equivalent to an infinite startWindow because the job that is due in one recurrenceInterval is not carried forward into the next recurrence interval The default is infinite The minimum value is 1 minute If you specify a lower value the Batch service rejects the schedule with an error if you are calling the REST API directly the HTTP status code is 400 Bad Request Expected format is an ISO 8601 duration ', u'The time interval starting from the time at which the schedule indicates a job should be created within which a job must be created If a job is not created within the startWindow interval then the opportunity is lost no job will be created until the next recurrence of the schedule If the schedule is recurring and the startWindow is longer than the recurrence interval then this is equivalent to an infinite startWindow because the job that is due in one recurrenceInterval is not carried forward into the next recurrence interval The default is infinite The minimum value is 1 minute If you specify a lower value the Batch service rejects the schedule with an error if you are calling the REST API directly the HTTP status code is 400 Bad Request Expected format is an ISO 8601 duration ']
trace,trace,VERB,VBG,dobj,True,False,3,[u'Start live log tracing for a web app ', u'By default all live traces configured by az webapp log config will be shown but you can scope to certain providers folders e g application http etc For details check out https github com projectkudu kudu wiki Diagnostic Log Stream']
develop,develop,VERB,VB,xcomp,True,False,3,[u'Web application framework you used to develop your app Default is AspNet ', u'Web application framework you used to develop your app Default is AspNet ']
inspect,inspect,VERB,VB,ROOT,True,False,3,[u'Inspect the price sheet of an Azure subscription within a billing period ', u'Inspect the usage of Azure resources ']
untag,untag,VERB,VB,ROOT,True,False,3,[u'Untag an image in a container registry ', u'The name of the image to untag May include a tag in the format name tag ']
exclude,exclude,VERB,VB,ROOT,True,False,3,[u'Exclude from recommendation generation ', u'Specifies a non negative integer n that excludes the first n items of the queried collection from the result The service returns items starting at position n 1 ']
differ,differ,VERB,VBP,relcl,True,False,3,[u'A string that uniquely identifies the job within the account The ID can contain any combination of alphanumeric characters including hyphens and underscores and cannot contain more than 64 characters The ID is case preserving and case insensitive that is you may not have two IDs within an account that differ only by case ', u'A string that uniquely identifies the schedule within the account The ID can contain any combination of alphanumeric characters including hyphens and underscores and cannot contain more than 64 characters The ID is case preserving and case insensitive that is you may not have two IDs within an account that differ only by case ']
