text,length, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples,
sync,4,sync,NOUN,NN,pobj,True,False,6,[u'Git access token required for auto sync', u'disable automatic sync between source control and web']
rate,4,rate,NOUN,NN,conj,True,False,1,[u'The pricing tier defines a CDN provider feature list and rate of the CDN profile Defaults to Standard_Akamai '],
what,4,what,NOUN,WP,dobj,True,False,7,[u'When to reboot the compute node and what to do with currently running tasks The default value is requeue ', u'What to do with currently running tasks when disabling task scheduling on the compute node The default value is requeue ']
dcos,4,dcos,PROPN,NNP,pobj,True,False,1,[u'If set a path to an SSH key to use only applies to DCOS'],
hash,4,hash,NOUN,NN,nsubjpass,True,False,17,[u'Specifies that an MD5 hash shall be calculated for each chunk of the blob and verified by the service when the chunk has arrived ', u'The content s MD5 hash ']
flag,4,flag,NOUN,NN,nsubj,True,False,24,[u'Whether tasks in the job can define dependencies on each other The default is false True if flag present ', u'Specify to indicate whether the full endpoint URL should be returned True if flag present ']
none,4,none,NOUN,NN,nsubj,True,False,21,[u'Use singular value to apply across or specify individual disks e g os ReadWrite 0 None 1 ReadOnly should enable update os disk and 2 data disks', u'Name or ID of an existing network security group or none by default ']
hour,4,hour,NOUN,NN,pobj,True,False,20,[u'Filter results based on UTC hour offset ', u'The time interval at which to automatically adjust the pool size according to the autoscale formula The default value is 15 minutes The minimum and maximum value are 5 minutes and 168 hours respectively If you specify a value less than 5 minutes or greater than 168 hours the Batch service rejects the request with an invalid property value error if you are calling the REST API directly the HTTP status code is 400 Bad Request If you specify a new interval then the existing autoscale evaluation schedule will be stopped and a new autoscale evaluation schedule will be started with its starting time being the time when this request was issued ']
vmss,4,vmss,PROPN,NNP,ROOT,True,False,62,[u'List VMSS ', u'Scale set name You can configure the default using az configure defaults vmss name ']
maps,4,maps,PROPN,NNPS,compound,True,False,1,[u'Manage Azure Maps account keys '],
rbac,4,rbac,NOUN,NN,dobj,True,False,3,[u'The app name or app URI to associate the RBAC with If not present a default name like amsaccountname access sp will be generated ', u'The app name or app URI to associate the RBAC with If not present a default name like amsaccountname access sp will be generated ']
help,4,help,NOUN,NN,dobj,True,False,4,[u'Name or ID of the staging storage account The VM configuration will be restored to this storage account See the help for restore to staging storage account parameter for more info ', u'The Resource ID of the VNet s Subnet you will use to connect the source and target DBs Use az network vnet subnet show h for help to get your subnet s ID ']
helm,4,helm,PROPN,NNP,compound,True,False,4,[u'URL of a Helm chart that installs ACI Connector ', u'Upgrade the ACI Connector from a custom Helm chart with custom tag ']
etag,4,etag,NOUN,NN,nsubj,True,False,259,[u'The etag of the record set Omit this value to always overwrite the current record set Specify the last seen etag value to prevent accidentally overwritting any concurrent changes ', u'The etag of the record set Omit this value to always overwrite the current record set Specify the last seen etag value to prevent accidentally overwritting any concurrent changes ']
bash,4,bash,NOUN,NN,ROOT,True,False,1,[u'The command line to run when the container is started e g bin bash c myscript sh '],
part,4,part,NOUN,NN,attr,True,False,8,[u'Deletes a job Deleting a job also deletes all tasks that are part of that job and all job statistics This also overrides the retention period for task data that is if the job contains tasks which are still retained on compute nodes the Batch services deletes those tasks working directories and all their contents When a Delete Job request is received the Batch service sets the job to the deleting state All update operations on a job that is in deleting state will fail with status code 409 Conflict with additional information indicating that the job is being deleted ', u'Name if within the same resource group or ARM Id of Primary Secondary eventhub namespace name which is part of GEO DR pairing']
kind,4,kind,NOUN,NN,ROOT,True,False,3,[u'The kind of IP allocation to use when creating a new public IP ', u'the managed application kind can be marketplace or servicecatalog']
self,4,self,NOUN,NN,npadvmod,True,False,22,[u'Create a self signed certificate to use for the credential ', u'Output directory for generated self signed X 509 certificate Default is current working directory ']
sets,4,sets,PROPN,NNP,compound,True,False,1,[u'Sets Service Bus Geo Disaster Recovery Configuration Alias for the give Namespace'],
plan,4,plan,NOUN,NNS,dobj,True,False,47,[u'Manage app service plans ', u'Name or ID of a DDoS protection plan to associate with the VNet ']
init,4,init,NOUN,NN,compound,True,False,8,[u'Custom init script file or text cloud init cloud config etc ', u'Custom init script file or text cloud init cloud config etc ']
rite,4,rite,NOUN,NN,pobj,True,False,9,[u'The permissions the SAS grants Allowed values c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'Allowed values d elete l ist r ead w rite Can be combined']
load,4,load,NOUN,NN,compound,True,False,123,[u'The name of the load balancer ', u'The load balancer name ']
java,4,java,NOUN,NN,compound,True,False,5,[u'The java container e g Tomcat Jetty', u'The version used to run your web app if using Java e g 1 7 for Java 7 1 8 for Java 8']
fire,4,fire,NOUN,NN,pobj,True,False,4,[u'Add an action to fire when the alert is triggered ', u'Add an action to fire when a scaling event occurs ']
func,4,func,NOUN,NN,compound,True,False,8,[u'Deletes the specified message Normally after a client retrieves a message with the get_messages operation the client is expected to process and delete the message To delete the message you must have two items of data id and pop_receipt The id is returned from the previous get_messages operation The pop_receipt is returned from the most recent func get_messages or func update_message operation In order for the delete_message operation to succeed the pop_receipt specified on the request must match the pop_receipt returned from the func get_messages or func update_message operation ', u'Deletes the specified message Normally after a client retrieves a message with the get_messages operation the client is expected to process and delete the message To delete the message you must have two items of data id and pop_receipt The id is returned from the previous get_messages operation The pop_receipt is returned from the most recent func get_messages or func update_message operation In order for the delete_message operation to succeed the pop_receipt specified on the request must match the pop_receipt returned from the func get_messages or func update_message operation ']
user,4,user,NOUN,NN,nsubj,True,False,172,[u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ', u'A list of name value pairs associated with the job as metadata The Batch service does not assign any meaning to metadata it is solely for the use of user code Space separated values in key value format ']
task,4,task,NOUN,NNS,conj,True,False,333,[u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ', u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ']
edge,4,edge,NOUN,NN,compound,True,False,3,[u'View all available CDN edge nodes ', u'Lists all the edge nodes of a CDN service ']
span,4,span,NOUN,NN,ROOT,True,False,1,[u'Time span over which to apply aggregation in nDnHnMnS shorthand or full ISO8601 format '],
line,4,line,NOUN,NN,ROOT,True,False,54,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ']
info,4,info,NOUN,NN,pobj,True,False,20,[u'Name or ID of the staging storage account The VM configuration will be restored to this storage account See the help for restore to staging storage account parameter for more info ', u'display VM s managed identity info ']
flow,4,flow,NOUN,NN,dobj,True,False,15,[u'Use CLI s old authentication flow based on device code CLI will also use this if it can t launch a browser in your behalf e g in remote SSH or Cloud Shell', u'The socket timeout secs used by the service to regulate data flow ']
nics,4,nics,PROPN,NNPS,nsubjpass,True,False,5,[u'Name or ID of the NIC resource to test If the VM has multiple NICs and IP forwarding is enabled on any of them this parameter is required ', u'List all NICs by internal DNS suffix ']
code,4,code,NOUN,NN,nsubj,True,False,85,[u'The maximum number of times each task may be retried The Batch service retries a task if its exit code is nonzero Note that this value specifically controls the number of retries The Batch service will try each task once and may then retry up to this limit For example if the maximum retry count is 3 Batch tries a task up to 4 times one initial try and 3 retries If the maximum retry count is 0 the Batch service does not retry tasks If the maximum retry count is 1 the Batch service retries tasks without limit The default value is 0 no retries ', u'A list of name value pairs associated with the job as metadata The Batch service does not assign any meaning to metadata it is solely for the use of user code Space separated values in key value format ']
body,4,body,NOUN,NN,pobj,True,False,4,[u'JSON encoded parameter arguments for the action that will be passed along in the post request body Use file to load from a file ', u'Device to cloud message body ']
cert,4,cert,NOUN,NN,compound,True,False,20,[u'The ssl cert thumbprint', u'Add a Root Certificate to the list of certs allowed to connect to this Gateway ']
lock,4,lock,NOUN,NN,ROOT,True,False,83,[u'Message lock token ', u'List lock information ']
sudo,4,sudo,NOUN,NN,dobj,True,False,1,[u'A command line which should be executed on each compute node when it s got allocated or rebooted The task is executed under a user account added into sudoers list so it can use sudo '],
myvm,4,myvm,PROPN,NNP,punct,True,False,12,[u'scope at which the role assignment or definition applies to e g subscriptions 0b1f6471 1bf0 4dda aec3 111122223333 subscriptions 0b1f6471 1bf0 4dda aec3 111122223333 resourceGroups myGroup or subscriptions 0b1f6471 1bf0 4dda aec3 111122223333 resourceGroups myGroup providers Microsoft Compute virtualMachines myVM', u'scope at which this policy assignment applies to e g subscriptions 0b1f6471 1bf0 4dda aec3 111122223333 subscriptions 0b1f6471 1bf0 4dda aec3 111122223333 resourceGroups myGroup or subscriptions 0b1f6471 1bf0 4dda aec3 111122223333 resourceGroups myGroup providers Microsoft Compute virtualMachines myVM']
tier,4,tier,NOUN,NN,nsubj,True,False,30,[u'The pricing tier defines a CDN provider feature list and rate of the CDN profile Defaults to Standard_Akamai ', u'The access tier used for billing StandardBlob accounts Cannot be set for StandardLRS StandardGRS StandardRAGRS or PremiumLRS account types It is required for StandardBlob accounts during creation']
auth,4,auth,NOUN,NN,compound,True,False,6,[u'output result in compatible with Azure SDK auth file', u'Space separated list of client root certificate public certificate data in Base 64 format Optional for external Radius based auth with EAPTLS']
mode,4,mode,NOUN,NN,ROOT,True,False,15,[u'Web application firewall mode ', u'Configure WAF on an application gateway in detection mode with default values']
fqdn,4,fqdn,PROPN,NNP,nmod,True,False,6,[u'show public ip address FQDN and power states command will run slow', u'Reverse FQDN fully qualified domain name ']
mbps,4,mbps,PROPN,NNP,pobj,True,False,2,[u'Bandwidth in Mbps of the circuit ', u'Bandwidth in Mbps of the circuit ']
text,4,text,NOUN,NN,ROOT,True,False,9,[u'Query text to find ', u'Space separated list of text values which will be concatenated together ']
wire,4,wire,NOUN,NN,pobj,True,False,3,[u' If true calculates an MD5 hash for each range of the file The storage service checks the hash of the content that has arrived with the hash that was sent This is primarily valuable for detecting bitflips on the wire if using http instead of https as https the default will already validate Note that this MD5 hash is not stored with the file ', u' If set to true validates an MD5 hash for each retrieved portion of the file This is primarily valuable for detecting bitflips on the wire if using http instead of https as https the default will already validate Note that the service will only return transactional MD5s for chunks 4MB or less so the first get request will be of size self MAX_CHUNK_GET_SIZE instead of self MAX_SINGLE_GET_SIZE If self MAX_CHUNK_GET_SIZE was set to greater than 4MB an error will be thrown As computing the MD5 takes processing time and more requests will need to be done due to the reduced chunk size there may be some increase in latency ']
yaml,4,yaml,NOUN,NN,compound,True,False,3,[u'Export a container group in yaml format ', u'Export a container group in yaml ']
json,4,json,PROPN,NNP,compound,True,False,210,[u'A file containing the job specification in JSON format If this parameter is specified all Job Arguments are ignored ', u'Add an object to a list of objects by specifying a path and key value pairs Example add property listProperty key value string or JSON string ']
hubs,4,hubs,PROPN,NNP,compound,True,False,22,[u'Manage Azure Event Hubs namespaces eventhubs consumergroups and geo recovery configurations Alias', u'List of Authorizationrule by Event Hubs Namespace']
site,4,site,NOUN,NN,pobj,True,False,19,[u'Create a basic virtual network gateway for site to site connectivity ', u'Create a basic virtual network gateway for site to site connectivity ']
http,4,http,PROPN,NNP,nmod,True,False,103,[u'Only permit requests made with the HTTPS protocol If omitted requests from both the HTTP and HTTPS protocol are permitted ', u'Only permit requests made with the HTTPS protocol If omitted requests from both the HTTP and HTTPS protocol are permitted ']
labs,4,labs,PROPN,NNP,compound,True,False,2,[u'Manage DevTest Labs artifacts ', u'Manage Azure DevTest Labs ']
lake,4,lake,PROPN,NNP,compound,True,False,280,[u'Updates the specified Data Lake Analytics account to remove an Azure Storage account ', u'If not specified will attempt to discover the resource group for the specified Data Lake Analytics account ']
term,4,term,NOUN,NN,dobj,True,False,5,[u'Accept Azure Marketplace term so that the image can be used to create VMs', u'The CPU configuration in terms of number of cores required for the build ']
guid,4,guid,PROPN,NNP,compound,True,False,6,[u' Proposed lease ID in a GUID string format The Blob service returns 400 Invalid request if the proposed lease ID is not in the correct format ', u'a GUID that identifies the principal that will receive permissions']
desc,4,desc,NOUN,NN,conj,True,False,22,[u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ', u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ']
loss,4,loss,NOUN,NN,attr,True,False,3,[u'Reboot specified Redis node s This operation requires write permission to the cache resource There can be potential data loss ', u'Which Redis node s to reboot Depending on this value data loss is possible Possible values include PrimaryNode SecondaryNode AllNodes ']
page,4,page,NOUN,NN,pobj,True,False,25,[u'Maximum number of results to return in a page If not specified the service will return up to 25 results ', u'Maximum number of results to return in a page If not specified the service will return up to 25 results ']
home,4,home,NOUN,NN,compound,True,False,6,[u'A list of certificates to be installed on each compute node in the pool If this element is present it replaces any existing certificate references configured on the pool If omitted any existing certificate references are left unchanged For Windows compute nodes the Batch service installs the certificates to the specified certificate store and location For Linux compute nodes the certificates are stored in a directory inside the task working directory and an environment variable AZ_BATCH_CERTIFICATES_DIR is supplied to the task to query for this location For certificates with visibility of remoteUser a certs directory is created in the user s home directory e g home user name certs and certificates are placed in that directory Space separated certificate thumbprints ', u'A list of certificates to be installed on each compute node in the pool If this element is present it replaces any existing certificate references configured on the pool If omitted any existing certificate references are left unchanged For Windows compute nodes the Batch service installs the certificates to the specified certificate store and location For Linux compute nodes the certificates are stored in a directory inside the task working directory and an environment variable AZ_BATCH_CERTIFICATES_DIR is supplied to the task to query for this location For certificates with visibility of remoteUser a certs directory is created in the user s home directory e g home user name certs and certificates are placed in that directory Space separated certificate thumbprints ']
host,4,host,NOUN,NN,amod,True,False,34,[u'Host name of linked IoT Hub ', u'The host header CDN sends along with content requests to origin The default value is the host name of the origin ']
byok,4,byok,NOUN,NNS,compound,True,False,2,[u'Import a private key Supports importing base64 encoded private keys from PEM files Supports importing BYOK keys into HSM for premium KeyVaults ', u'BYOK file containing the key to be imported Must not be password protected ']
boot,4,boot,NOUN,NN,compound,True,False,6,[u'Get the boot diagnostics log from a VM ', u'Disable the boot diagnostics on a VM ']
rule,4,rule,NOUN,NN,dobj,True,False,413,[u'Delete a network security group rule ', u'Name of the network security group rule']
epoch,5,epoch,NOUN,NN,pobj,True,False,1,[u'The absolute value of the expiration time expressed as milliseconds since the epoch '],
force,5,force,NOUN,NN,ROOT,True,False,9,[u'force to update even if the extension configuration has not changed ', u'If true web app hostname is force registered with DNS']
batch,5,batch,NOUN,NN,amod,True,False,466,[u'Add a job to a Batch account ', u'The maximum elapsed time that the job may run measured from the time the job is created If the job does not complete within the time limit the Batch service terminates it and any tasks that are still running In this case the termination reason will be MaxWallClockTimeExpiry If this property is not specified there is no time limit on how long the job may run Expected format is an ISO 8601 duration ']
ddthh,5,ddthh,PROPN,NNP,compound,True,False,1,[u'The point in time of the source database that will be restored to create the new database Must be greater than or equal to the source database s earliestRestoreDate value Time should be in following format YYYY MM DDTHH MM SS '],
phone,5,phone,NOUN,NN,compound,True,False,2,[u'Contact phone number ', u'Amin phone number ']
setup,5,setup,NOUN,NN,compound,True,False,5,[u'List files generated by the cluster s node setup task ', u'Relative path of a subfolder inside of the node setup task output directory ']
thing,5,thing,NOUN,NNS,pobj,True,False,1,[u' PREVIEW Manage Internet of Things IoT assets '],
alias,5,alias,PROPN,NNP,pobj,True,False,74,[u'Name of Geo Disaster Recovery Configuration Alias', u'Manage a server s DNS aliases ']
array,5,array,NOUN,NN,dobj,True,False,2,[u'JSON encoded array of artifacts to be applied Use file to load from a file ', u'JSON encoded array of artifacts to be applied Use file to load from a file ']
vcore,5,vcore,NOUN,NN,amod,True,False,20,[u'The compute generation component of the sku for vcore skus only Allowed values include Gen4 Gen5 ', u'The capacity component of the sku in integer number of DTUs or vcores ']
phase,5,phase,PROPN,NNP,pobj,True,False,8,[u'Required The Pfs Groups used in IKE Phase 2 for new child SA Possible values include None PFS1 PFS2 PFS2048 ECP256 ECP384 PFS24 PFS14 PFSMM ', u'Required The IPSec encryption algorithm IKE phase 1 Possible values include None DES DES3 AES128 AES192 AES256 GCMAES128 GCMAES192 GCMAES256 ']
mydps,5,mydps,PROPN,NNP,appos,True,False,6,[u'Update Allocation Policy to GeoLatency of an Azure IoT Hub device provisioning service MyDps ', u'Show details of an Azure IoT Hub device provisioning service MyDps ']
login,5,login,NOUN,NN,compound,True,False,30,[u'Get the login server for a container registry ', u'Retrieve the remote login settings for a Batch compute node ']
child,5,child,NOUN,NN,compound,True,False,12,[u'include assignment either inherited from parent scope or at child scope', u'Remove a certificate from the list of Root Certificates whose children are allowed to access this Gateway ']
right,5,right,NOUN,NNS,pobj,True,False,16,[u'Space separated list of Authorization rule rights', u'Space separated list of Authorization rule rights']
azure,5,azure,PROPN,NNP,compound,True,False,765,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ']
asset,5,asset,NOUN,NN,dobj,True,False,22,[u'Delete an asset ', u'The name of the asset ']
chain,5,chain,NOUN,NN,conj,True,False,3,[u'Merges a certificate or a certificate chain with a key pair existing on the server The MergeCertificate operation performs the merging of a certificate or certificate chain with a key pair currently available in the service Authorization requires the certificates update permission ', u'Merges a certificate or a certificate chain with a key pair existing on the server The MergeCertificate operation performs the merging of a certificate or certificate chain with a key pair currently available in the service Authorization requires the certificates update permission ']
datum,5,datum,NOUN,NNS,nsubjpass,True,False,100,[u'Gets the permissions for the specified container The permissions indicate whether container data may be accessed publicly ', u'The data disk name optional when create a new disk ']
graph,5,graph,PROPN,NNP,pobj,True,False,6,[u'Manage applications with AAD Graph ', u'graph application identifier must be in uri format']
level,5,level,NOUN,NN,dobj,True,False,47,[u'This property is reserved for future use An integer value showing the compatibility level currently hard coded to 20 ', u'use it only if the role or assignment was added at the level of a resource group']
sqldb,5,sqldb,NOUN,NNS,attr,True,False,1,[u'The type of service for the target database The supported types are SQLDB '],
queue,5,queue,NOUN,NN,pobj,True,False,133,[u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ', u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ']
tasks,5,tasks,PROPN,NNPS,dobj,True,False,3,[u'List the Tasks within a Project Some tasks may have a status of Unknown which indicates that an error occurred while querying the status of that task ', u'Manage Tasks for a Data Migration Service instance s Project ']
https,5,https,NOUN,NN,compound,True,False,79,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'The formula for the desired number of compute nodes in the pool The formula is validated and its results calculated but it is not applied to the pool To apply the formula to the pool Enable automatic scaling on a pool For more information about specifying this formula see Automatically scale compute nodes in an Azure Batch pool https azure microsoft com en us documentation articles batch automatic scaling ']
scope,5,scope,NOUN,NN,pobj,True,False,45,[u'Get policy events at current subscription scope created in the last day ', u'Get policy events at resource group scope in current subscription ']
agent,5,agent,NOUN,NN,compound,True,False,21,[u'Retrieve node agent SKUs of Batch pools using a Virtual Machine Configuration ', u'Change the private agent count of a container service ']
topic,5,topic,NOUN,NN,dobj,True,False,123,[u'Create Authorization Rule for given Service Bus Topic', u'name of Topic Authorization Rule']
group,5,group,NOUN,NN,pobj,True,False,4192,[u'Name of resource group You can configure the default group using az configure defaults group name ', u'Name of resource group You can configure the default group using az configure defaults group name ']
space,5,space,NOUN,NN,pobj,True,False,1060,[u'Metadata in space separated key value pairs This overwrites any existing metadata ', u'One or more resource IDs space delimited If provided no other Resource Id arguments should be specified ']
shows,5,shows,PROPN,NNP,ROOT,True,False,1,[u'Shows Service Bus Subscription Details'],
sheet,5,sheet,NOUN,NN,dobj,True,False,4,[u'Inspect the price sheet of an Azure subscription within a billing period ', u'Show the price sheet for an Azure subscription within a billing period ']
pfsmm,5,pfsmm,PROPN,NNP,appos,True,False,1,[u'Required The Pfs Groups used in IKE Phase 2 for new child SA Possible values include None PFS1 PFS2 PFS2048 ECP256 ECP384 PFS24 PFS14 PFSMM '],
white,5,white,NOUN,NNS,compound,True,False,1,[u'script lines separated by whites spaces Use file to load from a file'],
price,5,price,NOUN,NN,compound,True,False,7,[u'Inspect the price sheet of an Azure subscription within a billing period ', u'The size of the VM to be created See https azure microsoft com en us pricing details virtual machines for size info ']
title,5,title,NOUN,NN,dobj,True,False,1,[u'Specify the expand query Example properties select title '],
label,5,label,NOUN,NN,ROOT,True,False,9,[u'Application specific label ', u'A space separated list of labels to associate with this event subscription ']
model,5,model,NOUN,NNS,dobj,True,False,9,[u' Specifies the accepted content type of the response payload See class azure storage table models TablePayloadFormat for possible values ', u'Returns all user defined metadata standard HTTP properties and system properties for the file Returns an instance of class azure storage file models File with class azure storage file models FileProperties and a metadata dict ']
nosql,5,nosql,PROPN,NNP,nmod,True,False,1,[u'Manage NoSQL key value storage '],
param,5,param,NOUN,NNS,conj,True,False,4,[u' End of byte range to use for downloading a section of the file If end_range is given start_range must be provided The start_range and end_range params are inclusive Ex start_range 0 end_range 511 will download first 512 bytes of file ', u' Start of byte range to use for downloading a section of the file If no end_range is given all bytes after the start_range will be downloaded The start_range and end_range params are inclusive Ex start_range 0 end_range 511 will download first 512 bytes of file ']
color,5,color,NOUN,NNS,ROOT,True,False,1,[u'The colors of the shell '],
ipsec,5,ipsec,PROPN,NNP,compound,True,False,14,[u'Shared IPSec key ', u'Manage VPN connection IPSec policies ']
subid,5,subid,NOUN,NN,amod,True,False,1,[u'The full resource ID of a subnet in a virtual network to deploy the redis cache in Example format subscriptions subid resourceGroups resourceGroupName Microsoft Network ClassicNetwork VirtualNetworks vnet1 subnets subnet1'],
redis,5,redis,X,FW,compound,True,False,41,[u'Gets the patching schedule of a redis cache requires Premium SKU ', u'Name of the Redis cache ']
power,5,power,NOUN,NN,conj,True,False,4,[u'show public ip address FQDN and power states command will run slow', u'Power off a vm specified by Id ']
image,5,image,NOUN,NN,compound,True,False,143,[u'List the VM image publishers available in the Azure Marketplace ', u'The password of the account The password is required for Windows nodes those created with cloudServiceConfiguration or created with virtualMachineConfiguration using a Windows image reference For Linux compute nodes the password can optionally be specified along with the sshPublicKey property ']
odata,5,odata,PROPN,NNP,compound,True,False,95,[u'Apply expression for aggregations using OData notation ', u'Select expression using OData notation ']
elete,5,elete,NOUN,NN,nsubj,True,False,12,[u'The permissions the SAS grants Allowed values r ead query a dd u pdate d elete Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
field,5,field,NOUN,NN,conj,True,False,11,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u' An opaque continuation token This value can be retrieved from the next_marker field of a previous generator object if num_results was specified and that generator has finished enumerating results If specified this generator will begin returning results from the point where the previous generator stopped ']
colon,5,colon,NOUN,NN,dobj,True,False,3,[u'The path within the container where the secrets volume should be mounted Must not contain colon ', u'The path within the container where the azure file volume should be mounted Must not contain colon ']
month,5,month,NOUN,NNS,pobj,True,False,3,[u'Number of months the certificate is valid for Overrides the value specified with policy p', u'Blob naming convention for archive e g Namespace EventHub PartitionId Year Month Day Hour Minute Second Here all the parameters Namespace EventHub etc are mandatory irrespective of order']
clock,5,clock,NOUN,NN,nsubj,True,False,2,[u'Renews the lease The lease can be renewed if the lease ID specified on the request matches that associated with the blob Note that the lease may be renewed even if it has expired as long as the blob has not been modified or leased again since the expiration of that lease When you renew a lease the lease duration clock resets ', u'Renews the lease The lease can be renewed if the lease ID specified matches that associated with the container Note that the lease may be renewed even if it has expired as long as the container has not been leased again since the expiration of that lease When you renew a lease the lease duration clock resets ']
share,5,share,NOUN,NN,pobj,True,False,186,[u'Creates a snapshot of an existing share under the specified account ', u' Specifies the maximum size of the share in gigabytes Must be greater than 0 and less than or equal to 5TB 5120 ']
shard,5,shard,NOUN,NN,pobj,True,False,2,[u'If clustering is enabled the ID of the shard to be rebooted ', u'The number of shards to be created on a Premium Cluster Cache ']
addon,5,addon,NOUN,NNS,dobj,True,False,1,[u'Enable the Kubernetes addons in a comma separated list '],
aaaab,5,aaaab,PROPN,NNP,nsubj,True,False,2,[u'Public key path or key contents to install on node VMs for SSH access For example ssh rsa AAAAB snip UcyupgH azureuser linuxvm ', u'Configure all linux machines with the SSH RSA public key string Your key should include three parts for example ssh rsa AAAAB snip UcyupgH azureuser linuxvm']
endpk,5,endpk,NOUN,NN,pobj,True,False,2,[u' The maximum partition key accessible with this shared access signature endpk must accompany endrk Key values are inclusive If omitted there is no upper bound on the table entities that can be accessed ', u' The maximum row key accessible with this shared access signature endpk must accompany endrk Key values are inclusive If omitted there is no upper bound on the table entities that can be accessed ']
media,5,media,PROPN,NNP,compound,True,False,70,[u'The name of the Azure Media Services account ', u'Create a service principal and configure its access to an Azure Media Services account ']
style,5,style,NOUN,NN,compound,True,False,6,[u'Specifies the IP address or range of IP addresses from which to accept requests Supports only IPv4 style addresses ', u'Specifies the IP address or range of IP addresses from which to accept requests Supports only IPv4 style addresses ']
token,5,token,NOUN,NN,conj,True,False,164,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Message lock token ']
event,5,event,NOUN,NNS,ROOT,True,False,142,[u'List policy events ', u'Get policy events at current subscription scope created in the last day ']
fiber,5,fiber,NOUN,NN,compound,True,False,1,[u'Manage dedicated private network fiber connections to Azure '],
guest,5,guest,PROPN,NNP,compound,True,False,3,[u'The Azure Guest OS version to be installed on the virtual machines in the pool ', u'The Azure Guest OS family to be installed on the virtual machines in the pool Possible values are 2 OS Family 2 equivalent to Windows Server 2008 R2 SP1 3 OS Family 3 equivalent to Windows Server 2012 4 OS Family 4 equivalent to Windows Server 2012 R2 5 OS Family 5 equivalent to Windows Server 2016 For more information see Azure Guest OS Releases https azure microsoft com documentation articles cloud services guestos update matrix releases ']
jetty,5,jetty,PROPN,NNP,appos,True,False,1,[u'The java container e g Tomcat Jetty'],
lease,5,lease,NOUN,NN,dobj,True,False,145,[u' Required if the blob has an active lease ', u'The container lease ID ']
